"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"PPII","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","COENZYME A INC","USA","Coenzyme A Inc."
"PPJE","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PPJ HEALTHCARE ENTERPRISE","USA","PPJ Healthcare Enterprises, Inc."
"PPLFY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT PERUSAHAAN UNSP/ADR","Indonesia","PT Perusahaan Perkebunan London Sumatra Indonesia Tbk"
"PPLKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PETROPAVLOVSK PLC S/ADR","United Kingdom","Petropavlovsk PLC"
"PPLL","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PEOPLES LTD","USA","Peoples, Ltd."
"PPMD","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROTIDE PHARMS INC","USA","Protide Pharmaceuticals, Inc."
"PPMH","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PLATINUM PARI-MUTUEL HLD","USA","Platinum Pari-mutuel Holdings, Inc."
"PPMT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PROFIT PLANNERS MGMT NEW","USA","Profit Planners Management, Inc."
"PPNT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PINPOINT RECOVERY SOLTNS","USA","Pinpoint Recovery Solutions Corp."
"PPOTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PACIFIC POTASH CP ORD","Canada","Pacific Potash Corporation"
"PPRG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PATIENT PORTAL TECHS INC","USA","Patient Portal Technologies, Inc."
"PPRTF","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","PASSPORT POTASH INC","Canada","Passport Potash, Inc."
"PPRUY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","KERING SA UNSP/ADR","France","Kering SA"
"PPRW","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PREMIER PWR RENEWABLE ENG","USA","Premier Power Renewable Energy, Inc."
"PPSF","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PEOPLES-SIDNEY FINCL CORP","USA","Peoples-Sidney Financial Corp."
"PPTG","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PROTY MNGT CRP OF AMERICA","USA","Property Management Corporation of America"
"PPWLM","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","PACIFICORP(OREG) 7 PR","USA","PacifiCorp"
"PPWLO","OTC Link","05/02/2017","OTC Pink Current","N","Preferred Stock","","PACIFICORP(OREG) 6 PR","USA","PacifiCorp"
"PPXXY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","SPICERS LTD UNSP/ADR","Australia","Spicers Ltd"
"PRAC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRODUCTIVITY TECHS CORP","USA","Productivity Technologies Corp."
"PRAY","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PRACO CORP","USA","Praco Corporation"
"PRBAY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PARANA BANCO SA S/ADR","Brazil","Parana Banco S.A."
"PRBCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRECISE BIOMETRICS AB","Sweden","Precise Biometrics AB"
"PRBI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PREFERRED RESTAUR BRDS","USA","Preferred Restaurant Brands Inc."
"PRCB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PREMIER COMML BNCRP OR","USA","Premier Commercial Bancorp (Hillsboro OR)"
"PRCK","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PLACER CREEK MINING CO","USA","Placer Creek Mining Co."
"PRDL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROFITABLE DEVELOPMENTS","USA","Profitable Developments, Inc."
"PRDSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRADA SPA ORD","Italy","Prada Spa"
"PRDSY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PRADA SPA UNSP/ADR","Italy","Prada Spa"
"PREA","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PURE EARTH INC","USA","Pure Earth, Inc."
"PREC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRESTIGE CARS INTL","USA","Prestige Cars International, Inc."
"PRED","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PREDICTIVE TECH GROUP INC","USA","Predictive Technology Group, Inc."
"PREGF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRD ENERGY INC","Canada","PRD Energy, Inc."
"PREX","OTC Link","05/02/2017","OTC Pink Current","N","Other Security Type","","PROGRESS ENERGY CVO-07","USA","Progress Energy, Inc."
"PREXF","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","POWER RESOURCE EXPL INC","Canada","Power Resource Exploration Inc."
"PRFC","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","EPCYLON TECHNOLOGIES INC","Canada","Epcylon Technologies, Inc."
"PRGAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PARGESA HOLDING SA","Switzerland","Pargesa Holdings S.A."
"PRGB","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROTEA BIOSCIENCES GP INC","USA","Protea Biosciences Group Inc"
"PRGE","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PARADISE RIDGE HYDROCARBO","USA","Paradise Ridge Hydrocarbons, Inc."
"PRGNF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","","PARAGON SHIPPING CL A ORD","Greece","Paragon Shipping, Inc."
"PRHL","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PREMIER HOLDING CORP","USA","Premier Holding Corp."
"PRHR","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PETROSHARE CORP","USA","Petroshare Corp"
"PRISY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PROMOTORA INF S/ADR","Spain","Promotora De Informaciones SA"
"PRKA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PARKS! AMERICA INC","USA","Parks! America, Inc."
"PRKI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PERK INTERNATIONAL INC","Canada","Perk International Inc"
"PRKO","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PERKINS OIL & GAS INC.","USA","Perkins Oil & Gas Incorporated"
"PRKV","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PARKVIDA GROUP INC","USA","ParkVida Group, Inc."
"PRLE","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PILLARSTONE CAPITAL REIT","USA","Pillarstone Capital REIT"
"PRLO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROLOGIC MGMT SYSTEMS INC","USA","Prologic Management Systems, Inc."
"PRLX","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PARALLAX HEALTH SCI INC","USA","Parallax Health Sciences Inc."
"PRMK","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROCENCEPT MKTNG GRP NEW","USA","ProConcept Marketing Group, Inc."
"PRMLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PRUMO LOGIST SA S/ADR","Brazil","Prumo Logistica SA"
"PRMO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROM RESOURCES INC","USA","Prom Resources, Inc."
"PRMRF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PARAMOUNT RES LTD A","Canada","Paramount Resources Ltd."
"PRMY","OTC Link/BB","05/02/2017","OTC Pink Current","N","Common Stock","","PRIMARY BK","USA","Primary Bk"
"PRNAF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRANA BIOTECHNOLOGY LTD","Australia","Prana Biotechnology Ltd."
"PROBF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PROBE METALS INC","","Probe Metals Inc."
"PROM","OTC Link/BB","05/02/2017","OTC Pink Current","N","Common Stock","","PROPEL MEDIA INC","USA","Propel Media, Inc."
"PROP","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROPELL TECHS GROUP INC","USA","Propell Technologies Group, Inc."
"PROT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROTEONOMIX INC","USA","Proteonomix, Inc."
"PRPCF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PROPHECY DEV CORP ORD","Canada","Prophecy Development Corp."
"PRPI","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PERPETUAL INDS INC","Canada","Perpetual Industries Inc."
"PRPM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROTEK CAPITAL INC","USA","ProTek Capital, Inc."
"PRRE","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRAETORIAN PROPERTY INC","USA","Praetorian Property, Inc."
"PRRFY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PREMIER FOODS UNSP/ADR","United Kingdom","Premier Foods Plc."
"PRRP","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PARACAP CORP","USA","Paracap Corp"
"PRRR","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","A","PIONEER RAILCORP A","USA","Pioneer Railcorp"
"PRRT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PARAMOUNT SUPPLY INC","USA","Paramount Supply Inc."
"PRRY","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PLANET RES RECOVERY INC","USA","Planet Resource Recovery, Inc."
"PRSEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PROSAFE SE (CYPRUS)","Cyprus","Prosafe SE (Cyprus)"
"PRSEY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PROSAFE SE UNSP/ADR","Cyprus","Prosafe SE (Cyprus)"
"PRSG","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRIMUS GUARANTY LTD","Bermuda","Primus Guaranty, Ltd."
"PRSI","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PORTSMOUTH SQUARE INC","USA","Portsmouth Square, Inc."
"PRSRF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PARA RES INC","","Para Resources"
"PRTDF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PETRO MATAD LTD ORD","Isle of Man","Petro Matad Ltd"
"PRTR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRECICION TRIM INC","USA","Precicion Trim Inc"
"PRTT","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PROTECT PHARMS CORP","USA","Protect Pharmaceutical Corp"
"PRTX","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROTALEX INC","USA","Protalex, Inc."
"PRVU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PREVU INC","USA","PreVu, Inc."
"PRXG","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PERNIX GROUP INC","USA","Pernix Group, Inc."
"PRXIQ","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PREMIER EXHIBITIONS INC","USA","Premier Exhibitions, Inc."
"PRXM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROXIM WIRELESS CORP","USA","Proxim Wireless Corp."
"PRYMY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PRYSMIAN S.P.A. UNSP/ADR","Italy","Prysmian S.P.A."
"PRYNF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","BACKSTAGEPLAY INC","Canada","Backstageplay Inc."
"PSBC","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PACIFIC STATE BANCORP","USA","Pacific State Bancorp"
"PSBP","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PROVIDENT ST BK PRESTN MD","USA","Provident State Bank of Preston, MD"
"PSBQ","OTC Link/BB","05/02/2017","OTC Pink Current","N","Common Stock","","PSB HOLDINGS INC (WI)","USA","PSB Holdings Inc."
"PSCO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROTOSOURCE CORP","USA","Protosource Corp."
"PSCR","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PROTO SCRIPT PHARMA","USA","Proto Script Pharmaceutical Corp."
"PSDMF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","GAMING REALMS PLC","United Kingdom","Gaming Realms PLC"
"PSEOY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","B","PT GARUDA INDO UNSP/ADR B","Indonesia","PT Garuda Indonesia Persero TBK"
"PSFT","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","POWERSAFE TECH CORP","USA","Powersafe Technology Corp."
"PSGFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRECIOUS SHIPPING PLC","Thailand","Precious Shipping Plc"
"PSGLQ","OTC Link","05/02/2017","OTC Pink Limited","N","Ordinary Shares","","PERFORMANCE SPORTS GROUP","","Performance Sports Group Ltd."
"PSGP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PASCO GROUP HOLDING CO","China","Pasco Group Holding Co."
"PSGR","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PERSHING RESOURCES CO INC","USA","Pershing Resources Company, Inc."
"PSGTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PT SEMEN GRESIK PAR","Indonesia","Pt Semen Indonesia (Persero) Tbk"
"PSGTY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT SEMEN INDONSA UNSP/ADR","Indonesia","Pt Semen Indonesia (Persero) Tbk"
"PSHIF","OTC Link","05/02/2017","OTCQX International","N","Ordinary Shares","","PETROSHALE INC ORD","Canada","Petroshale, Inc."
"PSHZF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PERSHING SQ HLD LTD REG S","","Pershing Square Holdings Ltd."
"PSID","OTC Link","05/02/2017","OTCQB","N","Common Stock","","POSITIVEID CORP","USA","PositiveID Corp."
"PSIQ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROFILE SOLUTIONS INC","USA","Profile Solutions, Inc."
"PSJEY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PETSEC ENERGY LTD S/ADR","Australia","Petsec Energy Ltd."
"PSMH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PSM HOLDINGS INC","USA","PSM Holdings, Inc."
"PSMMY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PERSIMMON PLC UNSP/ADR","United Kingdom","Persimmon Plc"
"PSNX","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PURESNAX INTL INC","USA","PureSnax International Inc."
"PSON","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PETROSONIC ENERGY INC","USA","Petrosonic Energy, Inc."
"PSPRY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PEAK SPORT PRODS UNSP/ADR","China","Peak Sport Products Co Ltd"
"PSPSF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PSP SWISS PPTY AG","Switzerland","PSP Swiss Property"
"PSPW","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","3POWER ENERGY GROUP INC","United Arab Emirates","3Power Energy Group Inc."
"PSRU","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PURESPECTRUM INC DE","USA","PureSpectrum, Inc."
"PSSR","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PASSUR AEROSPACE INC","USA","PASSUR Aerospace, Inc."
"PSSS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PUISSANT INDUSTRIES INC","USA","Puissant Industries, Inc."
"PSTO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","POWERSTORM HOLDINGS INC","USA","Powerstorm Holdings, Inc."
"PSTRQ","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","POSTROCK ENERGY CORP","USA","PostRock Energy Corp"
"PSUD","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PETROSUN INC","USA","PetroSun, Inc."
"PSWR","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRISM SOFTWARE CORP","USA","Prism Software Corp."
"PSWS","OTC Link","05/02/2017","OTC Pink Limited","Y","Common Stock","","PURESAFE WATER SYS INC","USA","PureSafe Water Systems, Inc."
"PSWW","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRINCIPAL SOLAR INC","USA","Principal Solar, Inc."
"PSYS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PARADIGM SYSTEM SLTNS","USA","Paradigm System Solutions, Inc."
"PSYTF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PASON SYSTEMS INC","Canada","Pason Systems Inc."
"PSZKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","POWSZECHNA KASA UNSP/ADR","Poland","Powszechna Kasa Oszczednosci Bank Polski SA"
"PTAH","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PTA HOLDINGS INC","USA","PTA Holdings, Inc."
"PTAIF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PT ASTRA INTL TBK ORD","Indonesia","PT Astra International"
"PTAIY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT ASTRA INTL IDR UNSP/AD","Indonesia","PT Astra International"
"PTAM","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","POTASH AMERICA INC","USA","Potash America, Inc."
"PTAUY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PORT OF TAURANGA UNSP/ADR","New Zealand","Port of Tauranga Ltd."
"PTAYF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PT ASURANSI RAMAYANA","","Pt Asuransi Ramayana"
"PTBRY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT BANK NEGARA UNSP/ADR","Singapore","PT Bank Negara Indonesia TBK"
"PTBS","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","POTOMAC BNCSHS INC","USA","Potomac Bancshares, Inc."
"PTCAY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT CHANDRA ASRI UNSP/ADR","Indonesia","PT Chandra Asri Petrochemical"
"PTCI","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","POINT CAPITAL INC","USA","Point Capital, Inc."
"PTCO","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PETROGAS COMPANY","USA","PetroGas Company"
"PTCP","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PETROCORP INC","USA","Petrocorp, Inc."
"PTDLY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT DELTA DUNIA MAKMUR TBK","Indonesia","PT Delta Dunia Makmur Tbk"
"PTEEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PLAINTREE SYSTEMS INC","Canada","Plaintree Systems Inc."
"PTEL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PEGASUS TEL INC","USA","Pegasus Tel, Inc."
"PTEO","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROTEO INC","USA","Proteo, Inc."
"PTFRY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT TOWER BRSM IN UNSP/ADR","Indonesia","PT Tower Bersama Infrastructure TBK"
"PTGCY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PHAROL SGPS SPNS/ADR","USA","PHAROL SGPS"
"PTGEF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PORTAGE BIOTECH INC ORD","Canada","Portage Biotech Inc"
"PTGJY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT GAJAH TUNGGAL TBK ADR","Indonesia","PT Gajah Tunggal TBK"
"PTHIY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT HOLCIM INDONESIA U/ADR","Indonesia","PT Holcim Indonesia Tbk"
"PTIFF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PETROCELTIC INTL ORD","Ireland","Petroceltic International Plc."
"PTIX","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROTAGENIC THERA INC","USA","Protagenic Therapeutics, Inc."
"PTJSY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT JASA MARGA PSR ADR","Indonesia","PT Jasa Marga (Persero) TBK"
"PTKFY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT KALBA FARMA UNSP/ADR","Indonesia","PT Kalba Farma IDR"
"PTLF","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PETLIFE PHARMS INC","USA","Petlife Pharmaceuticals, Inc."
"PTLKF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PT LIPPO KARA TBK ORD","Indonesia","PT Lippo Karawaci TBK"
"PTMEY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT MEDIA NUSANTARA ADR","Indonesia","PT Media Nusantara Citra TBK"
"PTNDF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PT VALE INDONESIA TBK","Indonesia","PT Vale Indonesia TBK"
"PTNDY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT VALE INDONESA UNSP/ADR","Indonesia","PT Vale Indonesia TBK"
"PTNUF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PLATINA RESOURCES LTD ORD","Australia","Platina Resources, Ltd."
"PTNYF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PARCELPAL TECH INC ORD","Canada","Parcelpal Technology Inc"
"PTOI","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PLASTIC2OIL INC","USA","Plastic2Oil, Inc."
"PTOP","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PEER TO PEER NETWORK","USA","Peer to Peer Network"
"PTORF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","SPARTAN ENERGY CORP ORD","Canada","Spartan Energy Corp."
"PTOS","OTC Link","05/02/2017","OTC Pink No Information","Y","Common Stock","","P2 SOLAR INC","Canada","P2 Solar, Inc."
"PTOTF","OTC Link","05/02/2017","OTCQB","N","Ordinary Shares","","PATRIOT ONE TECH ORD","Canada","Patriot One Technologies Inc."
"PTPF","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","ALL MARKETING SLTNS INC","USA","All Marketing Solutions Inc."
"PTRA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PETROTERRA CORP","USA","PetroTerra Corp."
"PTRC","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PETRO RIVER OIL CORP","USA","Petro River Oil Corp."
"PTRO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PETROMINERALS CORP","USA","Petrominerals Corp."
"PTRR","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PETRICHOR CORP","Taiwan","Petrichor Corp."
"PTSC","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PATRIOT SCIENTIFIC CORP","USA","Patriot Scientific Corp."
"PTSH","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PTS INC","USA","PTS, Inc."
"PTSRF","OTC Link","05/02/2017","OTC Pink Current","N","Fund","","PARTNERS RE INVST TR","Canada","Partners Real Estate Investment Trust"
"PTSS","OTC Link","05/02/2017","OTC Pink Limited","N","Common Stock","","PEARTRACK SECURITY SYSTEM","USA","Peartrack Security Systems, Inc."
"PTSX","OTC Link","05/02/2017","OTCQX U.S.","N","Common Stock","","POINT.360","USA","Point.360"
"PTTN","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PATTEN ENE SOL GRP INC","USA","Patten Energy Solutions Group, Inc."
"PTTTS","OTC Link","05/02/2017","OTC Pink No Information","N","Fund","","PALMETTO REAL EST TR SBI","USA","Palmetto Real Estate Trust"
"PTVL","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PRO TRAVEL NETWORK INC","USA","Pro Travel Network, Inc."
"PTXKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT XL AXIATA TBK ADR","Indonesia","PT XL Axiata Tbk"
"PTXLF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PTT EXPL & PROD FGN REG","Thailand","PTT Exploration & Production Public Co., Ltd."
"PUBC","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PUREBASE CORPORATION","USA","Purebase Corporation"
"PUBGY","OTC Link","05/02/2017","OTCQX International Premier","N","American Depository Receipts","","PUBLICIS GROUP SA S/ADR","France","Publicis Groupe S.A."
"PUFXF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PUF VENTURES INC ORD","Canada","PUF Ventures Inc."
"PUGB","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PUGET SOUND BANCORP INC","USA","Puget Sound Bancorp, Inc."
"PUGE","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PUGET TECHNOLOGIES INC","USA","Puget Technologies Inc"
"PUGOY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PEUGEOT SA UNSP/ADR","France","Peugeot S.A."
"PUKPF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PRUDENTIAL PLC ORD","United Kingdom","Prudential PLC"
"PUMD","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PROUROCARE MED INC","USA","ProUroCare Medical, Inc."
"PUNB","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PUTNAM CTY N B CARMEL NY","USA","Putnam County National Bank (Carmel, NY)"
"PUNK","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","EPUNK INC","USA","Blink Technologies, Inc."
"PUODY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PROMOTORA Y OPER DE INFRA","Mexico","Promotora Y Operadora de Infraestructura SA"
"PUPOF","OTC Link","05/02/2017","OTC Pink Current","N","Ordinary Shares","","PUBLIC POWER CORP GREECE","Greece","Public Power Corporation of Greece"
"PUPS","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PICK-UPS PLUS INC","USA","Pick-Ups Plus, Inc."
"PURA","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PURATION INC","USA","Puration Inc."
"PURE","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PURE BIOSCIENCE","USA","PURE Bioscience"
"PURO","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PURIO INC","Canada","Purio, Inc."
"PURT","OTC Link","05/02/2017","OTC Pink No Information","N","Ordinary Shares","","PURTHANOL RESOURCES LTD","USA","Purthanol Resources Limited"
"PURY","OTC Link","05/02/2017","OTC Pink No Information","N","Common Stock","","PURERAY CORP CO","USA","PureRay Corp."
"PUTKY","OTC Link","05/02/2017","OTC Pink Current","N","American Depository Receipts","","PT UNITED TRCTRS UNSP/ADR","Indonesia","PT United Tractors"
"PVBK","OTC Link","05/02/2017","OTC Pink Current","N","Common Stock","","PACIFIC VALLEY BK CA","USA","Pacific Valley Bank (Salinas, CA)"
"PVCT","OTC Link","05/02/2017","OTCQB","N","Common Stock","","PROVECTUS BIOPHARMS","USA","Provectus Biopharmaceuticals, Inc."
